@relation play_store_comments
@attribute ps_class {mauvais, neutre, bien}
@attribute text String
@data
mauvais, 'commentaire application vouloir ouvrir suivre|être éteindre '
bien, 'super mise avoir jour fonctionner '
neutre, 'cool prendre '
mauvais, 'top lent '
mauvais, 'commentaire batterie même utiliser '
mauvais, 'faire '
mauvais, 'impossible impossible connecter tab régler problème mériter étoile moment '
mauvais, 'commentaire nouveau mise jour '
mauvais, 'vie priver être application demander permission version tablette '
mauvais, 'aimer externe commentaire prendre jus pile '
mauvais, 'honteux commentaire nul nul nul fonctionner mise avoir jour vouloir aller devoir payer|payer avoir loisir utiliser être importer faire semaine durer faire '
neutre, 'fonctionner fonctionner nickel '
neutre, 'devoir passer être '
mauvais, 'commentaire obliger application chat '
mauvais, 'commentaire mise avoir jour déconner avoir mourir réparer '
mauvais, 'commentaire ouvrir mise avoir jour '
neutre, 'merde '
mauvais, 'notification être jour être possible désactivation notification application fonctionner an essayer compliqué messieurs mesdames exister formation '
neutre, 'faible nouveau mise avoir jour dire être rester superficiel niveau fluidité '
neutre, 'commentaire sérieux chargement commentaire dupliquer falloir foi|fois marche '
mauvais, 'merci mise avoir jour efficace complet tab mise avoir jour inutile plante bout second|seconde réseau social '
mauvais, 'mettre jour venir installer nouveau mise jour ouvrer|ouvrir application retrouver fil actualité vide charger bout moment appareil dire répondre '
bien, 'être formidable mettre avoir jour croire avoir entendre prochain mise avoir jour être être '
neutre, 'avance pouvoir actualité récent page accueil '
bien, 'super calculer calorie plat suffire calculer mettre retrouver aliment avoir un ajouter plat enregistrement mettre nombre gramme manger code barre donner bon aliment fiable savoir produire donner autre marque être même produit pâte tartiner savoir trouver aliment pouvoir ajouter super application '
bien, 'pratique commentaire avoir aider perdre poids conseiller '
bien, 'bon simple utilisation pouvoir mettre jour base '
bien, 'super mise jour récent commentaire amélioration faire pouvoir entrer poids jour précédent importer moment pouvoir entrer donnée plat faire maison '
bien, 'avoir essayer|essayer calculer calorie être meilleur échelle mesure adapter standard européen large choix produit français avoir mettre étoile suggérer amélioration interface pouvoir être améliorer lisibilité prendre exemple trouver pouvoir calculer apport vitamine minéral calcium magnésium fer oméga '
neutre, 'problème sauvegarde sauvegarde disparaître mise jour application imposer '
mauvais, 'manque produit apport mise jour être mauvais produit disparaître arriver pouvoir mettre aliment manger décevoir '
bien, 'adorer commentaire aimer application barre code être vrai pouvoir enregistrer aliment existant être pratique évident calculer être calorie plat cuisiné maison possibilité look avoir côté attrayant super application merci '
bien, 'commentaire compagnon conserver forme impossible passer application '
bien, 'super mise jour génial '
neutre, 'pouvoir ajouter jour pouvoir écrire jour '
mauvais, 'nul incomplet manquer aliment code barrer importer confondre correspondre bon code barre '
bien, 'utile pratique devenir être super pratique prise main simple intuitif multiple façon trouver chercher rapide gâcher recommander avoir synchro immédiat site noter site être reprendre '
bien, 'pratique détailler complet '
neutre, 'commentaire convenir|convier '
neutre, 'coder barre malade utilisation code barrer faire planter application '
mauvais, 'commentaire application servir avoir rien '
bien, 'commentaire parfaire '
bien, 'commentaire canon '
bien, 'commentaire utile suivi jour jour espérer liste aliment agrandir être réalité '
bien, 'jour utiliser jour aide avoir aliment petit demande être pouvoir repas portion remettre avoir foi|fois génial '
bien, 'excellent commentaire super application catalogue aliment complet surveiller alimentation simplicité meilleur application genre merci '
neutre, 'calcul plat être dommage avoir possibilité calculer calorie total plat exemple gâteau faire maison '
mauvais, 'améliorer demander avis tenir compte base donnée être proportion repas objectif calorie journalier gestion progression rien suivre|être passer base être bon '
bien, 'perdu moi|mois grâce '
bien, 'an être dire titre '
bien, 'commentaire faire pratique '
bien, 'excellent commentaire excellent application '
bien, 'commentaire génial rien dire '
bien, 'commentaire seul effacer liste aliment choisir '
neutre, 'commentaire avoir marcher journée journal exercice fonctionner arriver synchroniser téléphone tablette '
bien, 'avoir perdre kilo commentaire avoir application avoir réussir contrôle poids avoir pouvoir perdre poids '
bien, 'commentaire prendre temps écrire manger programme éviter grignotage inutile marche '
bien, 'bon ergonomie être dernier version sauvegarde déjeuner dîner fonctionner être élément être prendre compte avoir perdre donnée bout moi|mois utilisation '
bien, 'super simple utiliser complet attendre nouveau mise jour avoir avoir lieu jour '
bien, 'génial utiliser lasser '
bien, 'commentaire simple efficace dire calorie pouvoir manger poids activité '
bien, 'parfait commentaire bon surveiller manger être français avoir base donnée intéressant utilisateur pouvoir compléter être super '
bien, 'bon application pratique suivre progression permettre prendre conscience manger journée '
bien, 'commentaire diabétique type insuline moi|mois avoir rechercher programme permettre foi|fois calculer glucide repas perdre poids avoir début tester programme spécifique diabétique seul avoir apporter donnée nécessaire rapport objectif avoir pouvoir équilibrer diabète perdre kilo moi|mois insuline avoir tendance faire grossir grand merci '
neutre, 'sembler application être gourmand énergie disparaître fin semaine '
bien, 'nickel pratique '
bien, 'recommander '
bien, 'excellent commentaire faire travail accroc parfaire '
bien, 'complet version gratuit possibilité personnalisation pack icône option intéressant '
bien, 'commentaire marche bien discret '
bien, 'commentaire '
neutre, 'if user in live '
bien, 'pratique top fonctionnel '
neutre, 'commentaire '
bien, 'commentaire '
bien, 'sympa application full devoir apprendre avoir lire version '
bien, 'excellent être meilleur genre être joli ergonomique avoir prendre version complet profiter fonction avoir trouver défaut pouvoir appliquer pack icône masquage icône être faire pack apparaître avoir croix place espérer être faire comprendre être gênant coup pouvoir appliquer pack icône dommage '
bien, ''
bien, 'indispensable bon application devoir intégré base smart phone '
bien, 'adorer nouveau version être génial '
bien, 'superbe facile pratique '
bien, 'commentaire manquer traduction français '
bien, 'commentaire optimisation '
bien, 'super pratique réussir outil indispensable utiliser modération '
bien, 'to for avoir in to bar do home page '
bien, 'indispensable commentaire passage utiliser être utilitaire utile '
bien, 'excellent commentaire beau application discret simple consommer batterie to translater contact '
bien, 'génial commentaire bon application penser aller devenir indispensable problème clavier falloir régler application activer barre haut pouvoir être disponible version mise avoir jour raccourci utilisation être top merci pouvoir être être possible faire barre avoir droit avoir gauche permettre mettre jeu haut avoir droit social bas avoir droit raccourci bas '
bien, 'caver pouvoir rajouter barre '
bien, 'parfait commentaire beau travail '
bien, 'commentaire option to open by star '
bien, 'commentaire '
mauvais, 'fonctionner fonctionner '
bien, 'cool aimer '
bien, 'animation '
bien, 'excellent bon application reprendre système simple utilisation fluide '
bien, ''
bien, 'mal commentaire gourmand ram joli intuitif pratique '
bien, ''
bien, 'application to compromettre or look trigger stand out haver issu simple to user option avoir to user far translation none avoir far avoir once set haver to '
mauvais, 'fonctionner impossible débloquer version aller '
neutre, 'z commentaire mettre français mettre '
mauvais, 'mensonge commentaire supposer to but '
neutre, 'commentaire français dommage trouver application inutile '
bien, 'commentaire bonjour être possible lire hébreu arabe reader merci '
bien, 'super avoir madame coup devoir partager souci bonheur '
bien, 'commentaire superbe application suivre|être accord être note être faire annotation juste côté texte exemple redire '
bien, 'super lecture super pouvoir choisir couleur fond écran écriture posséder système défilement texte '
bien, 'application fonctionner avoir possibilité faire réglage '
bien, 'meilleur signalement prise note être nécessaire malheureux faire pitié '
bien, 'commentaire dommage lecture payant parfait '
bien, 'avoir faire installer entourage haver '
bien, 'excellent bon application possibilité '
bien, 'cool commentaire super site lire souligner '
bien, 'super lecteur stable agréable avoir utiliser '
mauvais, 'note perdu commentaire moi|mois préparation note avoir disparaître coup avoir déplacer renommer dossier fichier être juste dire application fait retour arrière moi|mois seul note moi|mois être falloir faire chose rendre application dommage utiliser jour aimer '
bien, 'commentaire lover option '
